"fs_id","fid","pid","sid","level","individual_level","fs_answer","flagged","skip","timestamp"
"491","9","0","216","0","0","Technological evolution is a non-stop and real fact and it will improve our way to study. 

We are finding new ways of improving systems and devices everyday and history has shown us that trying to keep that from happening only leads to conflict and, eventually, violence between us. The only option to guarantee that the influence of this development in our children's education, in a future, will be positive and productive, is to accept that fact and try to adapt ourselves. 
Therefore, we can start working together and stablish common rules and regulations on how these new tools should be used and theach the new generations their benefits and their risks so they can be self-concious of the kind of resources they are working with and be able to do it properly. Once that happens students all over the world will be self-efficient
to work with all kind of information and technologies, which means we should guarantee its access for everyone.                        
A posterior debate about mesaures to make these resources fairly spread around the globe should be taken and collaboration between governts will be imperative to make that happen.

Otherwise we must have care with this evolution beacuse it can create a technological crisis. And at the same time, not all the world would be able to adquire technological services and that is  not fair at all, it would create big inequalities. 
That's why technology has both good and bad aspects, but if we manage to solve the bad one's, then ther shouldAbe not proble","0","0","2022"
"499","9","0","365","0","0","Positive aspects: 

1-In the future, with Artificial Intelligence (AI), each student can have a personalized study plan according to their capacities
2-The internet has helped bring more access to information than ever before, this definitely helps students and the education sector in general.
3-Technological evolution will change the way that the teachers teach, converting the classes more interesting

Negative: 

1- Students are of all ages, but it is mostly minors. There should be a limit on how much data is recollected on minors, since it risks their privacy and security.
2-Make students spend a lot of time in front of a screen, straining their eyesight and getting hooked to certain apps and as a consequence, losing track of time and lack of sleep.
3-So much automatization in education could affect the relationship between teachers and students, and could make students feel like just a number.
4- The impact on private life has had though is pretty huge, basically because almost all persona information is used to upgrade the technology, I feel that, although it is important to keep upgrading technology, sometimes the invasion of private life is a bit too much","0","0","2022"
"423","9","0","365","0","1","Positive:
It could improve getting on the schedule when you cannot attend a class
Help students adapt to the tecnologies in the workplace
Make the work easier as everything would be accessible from the web
Negative:
Students may use these same tools to cheat
Make students spend a lot of time in front of a screen
Make students more inactive","0","0","1664443229"
"504","9","0","366","0","0","POSITIVES:
- Better understanding of the world that surrounds us, leading to a more truthful; education.
- More connection possibilities, for example for people that can not go to school due to medical conditions, or people that live far away from any school.
- It can make studying more fun for the students leading that to have more enthusiasm to go to school.
- The way we study will completely change as technology will provide us different ways to have information and access it.




NEGATIVES
- If we start using computers more often, we may lose face-to-face contact
- Children will be more dependant on technologies, being unable to rely on themselves without the help of a device
- Technological inequalities can take place as not everyone will have access to all the technology.
- It can make them rely too much on technology which can lead to them rather than asking their teachers or peers. 

","0","0","2022"
"457","9","0","366","0","1","Positive aspects are, first of all, the way everything will improve to help students have more and better oportunities to learn. Through technology we can facilitate education in every circumstance where a kid can't attend school. Also the way we study will completelly change as technology will provide us diferent ways to have information and access it (for example in the future there will be less memorizing but bitter understandment of concepts and ways to apply our knowledge).
As for negatives things, technology can be dangerous. One thing that could happen is that not everybody will have the same access to technology and so inecualities can take place in more situacions. Also technology can overtake other sectors so many people won't be able to study other things not related to technology.","0","0","1664443554"
"488","9","0","367","0","0","Positive:
We strongly believe that technology can greatly improve education with its evolution because it has already improved drastically over the last two decades where we've seen the digitalization and automatization of any tech already established in society. Some clear examples of this impact are textbooks, studying tools, and information access. 

Moreover, technological evolution can be useful to personalize and adapt the content to the needs of any child. In this way, each child could study at their own pace and would have better knowledge. 

Negative:
Although the impact is mainly positive, a few arguments back up some negative aspects of it. One to consider would be the limitation of human-human communication, an aspect that is needed in the education process to work around disagreements and other conflicts, this communication can be obstructed by new technologies taking progress backward.

One downside of the implementation of digital education is the lack of the face-to-face communication that can certainly be beneficial to the development in the first stages of life.","0","0","2022"
"451","9","0","367","0","1","I stronly believe that technology can greatly improve education with its evolucion due to the simple fact that it already has improved drastically over the last 20 years where we've seen the digitalization and atomatization of any tech that was already stablished in society. Some clear examples of this impact are textbooks, studing tools and information acces. 

Although the impact is mainly positive, there are a few arguments that back up some negative aspects of it. One to really consider would be the limitation of human-human communcation, an aspect that that is needed in the education process to work arround disagreements and other conflicts, this communication can be obstructed by new technologies really taking progress backwards.","0","0","1664443547"
"502","9","0","368","0","0","POSITIVE ASPECTS:
- Technological evolution can improve education by giving opportunities to people with no resources and to the general public, because anyone can access the internet and everybody is able to learn in many different ways (which was not as accessible as now before the ""internet revolution"").
- Interactive contents have the potential to be more illustrative than traditional supports. For example, seeing an animation on a video or watching something in VR can be easier to understand than through images, text or explanations on a blackboard.
- As high-quality electronic devices start to become accessible for more people, there's more people that can help spread knowledge. You don't need to have your own book editorial to start making interactive educational apps or divulgative videos covering almost any topic.

NEGATIVE ASPECTS:
- The increasing use of technologies would promote less human contact and this would turn people into 
- As anyone can do pretty much anything on the internet, misinformation and the loss of quality knowledge spreading may be a consequence (which is already happening in platforms such as TikTok)
 - Some oral skills would be lost with the technological evolution, since people tend to focus more in technological devices than the people that is around them. ","0","0","2022"
"436","9","0","368","0","1","I think technological evolution can improve education by giving opportunities to people with no resources, people could access internet and be able to learn in many different ways.
Also, it could change the educational model by making it more interactive and productive, since the actual educational model is old and in some cases, makes people lose interest in education.
But, in the other hand, technological evolution can harm education if all of our materials are online, this can create a dependence for technology at a very young age and could be very perjudicial.
In addition, some oral skills would be lost with the technological evolution, since people tend to focus more in technological devices than the people that is around them.","0","0","1664443482"
"493","9","0","369","0","0","Education is the key for future progress. Technology is a good way to improve education. But it will have negative and positive impacts on education.

On the one hand, technology has made available many resources that can be used in schools (laptops, Internet, electronic books...) to enhance our learning experience. 
Furthermore, implementing technology in education can mean that everyone in the world with a stable internet connection can access classes and studies regardless their geographical location and the infrastructure in said place. Hence, online education could provide children the chance to learn regardless of where they live and whether they have a school nearby.
Lastly, the uses of technology to evaluate how children are learning can help teachers and professionals improve their teaching methods.

On the other hand, access to technology is a key fact in this discussion. people with lower economic income will have a great disadvantage in their access to technology and that will cause a very negative impact in society. Then, technology development does not guarantee anything. We need to change the whole system in order to get all the benefits possibles from it. Lastly, another negative aspect is the lost with human contact. If education becomes automated, children will ","0","0","2022"
